A Nehra,0,IR Jaggi,6,0,2,1,0,0,0,0,0,3
A Nehra,0,CL White,5,2,11,0,0,1,0,0,0,14
A Nehra,0,A Ashish Reddy,0,4,3,0,0,1,0,0,1,9
A Nehra,0,A Mishra,8,0,1,1,0,0,0,0,0,2
A Nehra,0,RJ Peterson,7,2,1,0,0,0,0,0,1,4
A Nehra,0,KL Rahul,5,12,6,2,0,4,0,0,1,25
A Nehra,0,CM Gautam,5,2,0,1,0,0,0,0,1,4
A Nehra,0,PP Ojha,3,0,1,0,0,0,0,0,0,1
A Nehra,0,MM Patel,8,1,1,0,0,0,0,0,0,2
A Nehra,0,Yashpal Singh,6,4,2,0,0,0,0,0,0,6
A Nehra,0,Y Venugopal Rao,5,5,7,0,0,1,0,2,2,17
A Nehra,0,KC Sangakkara,5,9,9,3,0,3,0,1,1,26
A Nehra,0,MS Bisla,5,6,2,0,0,1,0,0,2,11
A Nehra,0,MK Tiwary,5,1,1,0,0,0,0,0,0,2
A Nehra,0,RN ten Doeschate,0,1,4,0,0,1,0,1,0,7
A Nehra,0,S Sohal,5,8,2,0,0,0,0,0,1,11
A Nehra,0,TM Dilshan,5,0,1,0,0,0,0,0,0,1
A Nehra,0,S Chanderpaul,6,1,2,0,0,2,0,0,0,5
A Nehra,0,MV Boucher,5,8,2,2,0,4,0,1,0,17
A Nehra,0,B Akhil,0,2,3,0,0,1,0,1,0,7
A Nehra,0,DB Das,5,4,0,0,0,2,0,0,1,7
A Nehra,0,SP Narine,0,2,1,0,0,1,0,0,0,4
A Nehra,0,HH Gibbs,5,2,0,0,0,0,0,0,1,3
A Nehra,0,RP Singh,6,1,4,0,0,0,0,0,0,5
A Nehra,0,S Narwal,0,0,2,0,0,1,0,0,0,3
A Nehra,0,SK Trivedi,6,3,2,1,0,0,0,0,0,6
A Nehra,0,VVS Laxman,7,2,1,0,0,1,0,0,0,4
A Nehra,0,GC Smith,7,9,4,1,0,1,0,0,0,15
A Nehra,0,M Manhas,7,1,1,0,0,0,0,0,0,2
A Nehra,0,MD Mishra,7,1,1,1,0,1,0,1,0,5
A Nehra,0,RJ Quiney,7,9,1,0,0,0,0,0,2,12
A Nehra,0,Gurkeerat Singh,5,3,2,1,0,2,0,0,0,8
A Nehra,0,KH Pandya,9,5,3,0,0,2,0,2,0,12
A Nehra,0,JC Buttler,4,2,1,1,0,1,0,0,2,7
A Nehra,0,TM Head,4,0,2,0,0,0,0,0,0,2
A Nehra,0,Sachin Baby,0,1,0,0,0,0,0,0,1,2
A Nehra,0,VH Zol,7,2,1,1,0,0,0,1,0,5
A Nehra,0,GJ Bailey,5,9,5,0,0,1,0,0,2,17
A Nehra,0,L Balaji,6,2,0,1,0,0,0,0,1,4
A Nehra,0,R Dhawan,5,2,1,0,0,0,0,1,0,4
A Nehra,0,SA Asnodkar,5,7,2,0,0,1,0,0,0,10
A Nehra,0,Sohail Tanvir,7,1,0,0,0,0,0,0,1,2
A Nehra,0,M Rawat,6,3,0,0,0,0,0,0,1,4
A Nehra,0,KS Williamson,4,1,2,1,0,0,0,0,0,4
A Nehra,0,UT Khawaja,5,2,1,0,0,2,0,0,0,5
A Nehra,0,Niraj Patel,7,1,1,0,0,1,0,0,0,3
A Nehra,0,PJ Sangwan,6,1,0,0,0,0,0,0,1,2
A Nehra,0,JDP Oram,8,1,1,0,0,0,0,0,0,2
A Nehra,0,K Goel,8,3,2,0,0,1,0,0,0,6
A Nehra,0,SM Katich,5,1,2,0,0,0,0,0,0,3
A Nehra,0,B Lee,5,1,1,1,0,0,0,2,0,5
A Nehra,0,TL Suman,5,3,3,1,0,4,0,0,0,11
A Nehra,0,R Sathish,5,3,1,0,0,0,0,0,1,5
A Nehra,0,S Rana,7,0,2,0,0,0,0,0,0,2
A Nehra,0,MA Starc,7,0,2,0,0,0,0,0,0,2
A Nehra,0,HV Patel,7,2,0,0,0,0,0,0,2,4
A Nehra,0,YS Chahal,3,2,0,0,0,0,0,0,0,2
A Nehra,0,DB Ravi Teja,5,3,3,1,0,2,0,0,0,9
A Nehra,0,RR Raje,7,0,1,0,0,0,0,0,0,1
A Nehra,0,RR Rossouw,8,5,3,0,0,0,0,0,2,10
A Nehra,0,DE Bollinger,8,0,1,0,0,1,0,0,0,2
A Nehra,0,A Symonds,4,0,2,0,0,0,0,0,0,2
A Nehra,0,A Flintoff,5,2,1,1,0,0,0,0,1,5
